,Origin City,Origin Airport,Destination City,Destination Airport,Date,Route Number,Distance (km),Price
353,MYKONOS,JMK,IBIZA,IBZ,2025/08/05,4,2096.16,10000000000.0
354,MYKONOS,JMK,ROME,FCO,2025/08/05,4,1205.72,141.10
355,PARIS,CDG,ROME,FCO,2025/08/01,4,1106.97,101.61
356,ROME,FCO,NICE,NCE,2025/08/05,4,472.86,66.99
357,ROME,FCO,MAJORCA,PMI,2025/08/05,4,849.14,206.69
358,ROME,FCO,IBIZA,IBZ,2025/08/05,4,993.92,177.85
359,ROME,FCO,MYKONOS,JMK,2025/08/05,4,1205.72,151.98
360,TAMPA,TPA,FORT LAUDERDALE,FLL,2025/07/01,5,306.2,274.82
361,FORT LAUDERDALE,FLL,NEW YORK CITY,JFK,2025/07/05,5,1718.27,268.37
362,NEW YORK CITY,JFK,MIAMI,MIA,2025/07/09,5,1756.68,110.54
363,MIAMI,MIA,BOSTON,BOS,2025/07/13,5,2023.92,153.28
364,BOSTON,BOS,WASHINGTON,DCA,2025/07/17,5,634.32,110.28
365,WASHINGTON,DCA,TAMPA,TPA,2025/07/21,5,1316.53,155.43
366,MIAMI,MIA,WASHINGTON,DCA,2025/07/13,5,1488.54,279.12
367,WASHINGTON,DCA,BOSTON,BOS,2025/07/17,5,634.32,110.28
368,BOSTON,BOS,TAMPA,TPA,2025/07/21,5,1904.31,223.16
369,NEW YORK CITY,JFK,BOSTON,BOS,2025/07/09,5,305.95,151.06
370,BOSTON,BOS,MIAMI,MIA,2025/07/13,5,2023.92,153.28
371,MIAMI,MIA,WASHINGTON,DCA,2025/07/17,5,1488.54,139.31
372,BOSTON,BOS,WASHINGTON,DCA,2025/07/13,5,634.32,143.86
373,WASHINGTON,DCA,MIAMI,MIA,2025/07/17,5,1488.54,285.51
374,MIAMI,MIA,TAMPA,TPA,2025/07/21,5,329.94,288.80
375,NEW YORK CITY,JFK,WASHINGTON,DCA,2025/07/09,5,328.38,114.84
376,WASHINGTON,DCA,MIAMI,MIA,2025/07/13,5,1488.54,237.20
377,MIAMI,MIA,BOSTON,BOS,2025/07/17,5,2023.92,194.13
378,WASHINGTON,DCA,BOSTON,BOS,2025/07/13,5,634.32,139.31
379,BOSTON,BOS,MIAMI,MIA,2025/07/17,5,2023.92,275.83
380,FORT LAUDERDALE,FLL,MIAMI,MIA,2025/07/05,5,39.03,569.31
381,MIAMI,MIA,NEW YORK CITY,JFK,2025/07/09,5,1756.68,110.54
382,NEW YORK CITY,JFK,BOSTON,BOS,2025/07/13,5,305.95,151.06
383,NEW YORK CITY,JFK,WASHINGTON,DCA,2025/07/13,5,328.38,175.04
384,MIAMI,MIA,BOSTON,BOS,2025/07/09,5,2023.92,135.01
385,BOSTON,BOS,NEW YORK CITY,JFK,2025/07/13,5,305.95,151.06
386,NEW YORK CITY,JFK,WASHINGTON,DCA,2025/07/17,5,328.38,1484.20
387,WASHINGTON,DCA,NEW YORK CITY,JFK,2025/07/17,5,328.38,1881.56
388,NEW YORK CITY,JFK,TAMPA,TPA,2025/07/21,5,1615.81,10000000000.0
389,MIAMI,MIA,WASHINGTON,DCA,2025/07/09,5,1488.54,139.31
390,WASHINGTON,DCA,NEW YORK CITY,JFK,2025/07/13,5,328.38,143.86
391,NEW YORK CITY,JFK,BOSTON,BOS,2025/07/17,5,305.95,151.06
392,BOSTON,BOS,NEW YORK CITY,JFK,2025/07/17,5,305.95,151.06
393,FORT LAUDERDALE,FLL,BOSTON,BOS,2025/07/05,5,1986.19,184.46
394,BOSTON,BOS,NEW YORK CITY,JFK,2025/07/09,5,305.95,151.06
395,NEW YORK CITY,JFK,MIAMI,MIA,2025/07/13,5,1756.68,164.29
396,BOSTON,BOS,MIAMI,MIA,2025/07/09,5,2023.92,194.13
397,MIAMI,MIA,NEW YORK CITY,JFK,2025/07/13,5,1756.68,164.29
398,BOSTON,BOS,WASHINGTON,DCA,2025/07/09,5,634.32,110.28
399,NEW YORK CITY,JFK,MIAMI,MIA,2025/07/17,5,1756.68,10000000000.0
400,MIAMI,MIA,NEW YORK CITY,JFK,2025/07/17,5,1756.68,10000000000.0
401,FORT LAUDERDALE,FLL,WASHINGTON,DCA,2025/07/05,5,1449.58,187.68
402,WASHINGTON,DCA,NEW YORK CITY,JFK,2025/07/09,5,328.38,129.89
403,WASHINGTON,DCA,MIAMI,MIA,2025/07/09,5,1488.54,212.41
404,WASHINGTON,DCA,BOSTON,BOS,2025/07/09,5,634.32,110.28
405,TAMPA,TPA,NEW YORK CITY,JFK,2025/07/01,5,1615.81,164.29
406,NEW YORK CITY,JFK,FORT LAUDERDALE,FLL,2025/07/05,5,1718.27,140.45
407,FORT LAUDERDALE,FLL,MIAMI,MIA,2025/07/09,5,39.03,565.01
408,FORT LAUDERDALE,FLL,BOSTON,BOS,2025/07/09,5,1986.19,135.01
409,FORT LAUDERDALE,FLL,WASHINGTON,DCA,2025/07/09,5,1449.58,139.31
410,NEW YORK CITY,JFK,MIAMI,MIA,2025/07/05,5,1756.68,216.96
411,MIAMI,MIA,FORT LAUDERDALE,FLL,2025/07/09,5,39.03,549.96
412,FORT LAUDERDALE,FLL,BOSTON,BOS,2025/07/13,5,1986.19,139.31
413,FORT LAUDERDALE,FLL,WASHINGTON,DCA,2025/07/13,5,1449.58,153.54
414,BOSTON,BOS,FORT LAUDERDALE,FLL,2025/07/13,5,1986.19,149.24
415,FORT LAUDERDALE,FLL,WASHINGTON,DCA,2025/07/17,5,1449.58,139.31
416,WASHINGTON,DCA,FORT LAUDERDALE,FLL,2025/07/17,5,1449.58,245.73
417,FORT LAUDERDALE,FLL,TAMPA,TPA,2025/07/21,5,306.2,400.60
418,WASHINGTON,DCA,FORT LAUDERDALE,FLL,2025/07/13,5,1449.58,153.54
419,FORT LAUDERDALE,FLL,BOSTON,BOS,2025/07/17,5,1986.19,184.46
420,BOSTON,BOS,FORT LAUDERDALE,FLL,2025/07/17,5,1986.19,184.46
421,NEW YORK CITY,JFK,BOSTON,BOS,2025/07/05,5,305.95,151.06
422,BOSTON,BOS,FORT LAUDERDALE,FLL,2025/07/09,5,1986.19,135.01
423,FORT LAUDERDALE,FLL,MIAMI,MIA,2025/07/13,5,39.03,569.31
424,MIAMI,MIA,FORT LAUDERDALE,FLL,2025/07/13,5,39.03,313.46
425,FORT LAUDERDALE,FLL,MIAMI,MIA,2025/07/17,5,39.03,569.31
426,MIAMI,MIA,FORT LAUDERDALE,FLL,2025/07/17,5,39.03,549.96
427,NEW YORK CITY,JFK,WASHINGTON,DCA,2025/07/05,5,328.38,175.04
428,WASHINGTON,DCA,FORT LAUDERDALE,FLL,2025/07/09,5,1449.58,187.68
429,TAMPA,TPA,MIAMI,MIA,2025/07/01,5,329.94,274.82
430,MIAMI,MIA,FORT LAUDERDALE,FLL,2025/07/05,5,39.03,545.66
431,FORT LAUDERDALE,FLL,NEW YORK CITY,JFK,2025/07/09,5,1718.27,176.93
432,MIAMI,MIA,NEW YORK CITY,JFK,2025/07/05,5,1756.68,164.29
433,NEW YORK CITY,JFK,FORT LAUDERDALE,FLL,2025/07/09,5,1718.27,201.66
434,MIAMI,MIA,BOSTON,BOS,2025/07/05,5,2023.92,194.13
435,FORT LAUDERDALE,FLL,NEW YORK CITY,JFK,2025/07/13,5,1718.27,153.35
436,NEW YORK CITY,JFK,FORT LAUDERDALE,FLL,2025/07/13,5,1718.27,187.94
437,FORT LAUDERDALE,FLL,NEW YORK CITY,JFK,2025/07/17,5,1718.27,318.90
438,NEW YORK CITY,JFK,FORT LAUDERDALE,FLL,2025/07/17,5,1718.27,10000000000.0
439,MIAMI,MIA,WASHINGTON,DCA,2025/07/05,5,1488.54,197.36
440,TAMPA,TPA,BOSTON,BOS,2025/07/01,5,1904.31,148.98
441,BOSTON,BOS,FORT LAUDERDALE,FLL,2025/07/05,5,1986.19,184.46
442,BOSTON,BOS,NEW YORK CITY,JFK,2025/07/05,5,305.95,151.06
443,BOSTON,BOS,MIAMI,MIA,2025/07/05,5,2023.92,275.83
444,BOSTON,BOS,WASHINGTON,DCA,2025/07/05,5,634.32,110.28
445,TAMPA,TPA,WASHINGTON,DCA,2025/07/01,5,1316.53,155.43
446,WASHINGTON,DCA,FORT LAUDERDALE,FLL,2025/07/05,5,1449.58,187.68
447,WASHINGTON,DCA,NEW YORK CITY,JFK,2025/07/05,5,328.38,143.86
448,WASHINGTON,DCA,MIAMI,MIA,2025/07/05,5,1488.54,255.41
449,WASHINGTON,DCA,BOSTON,BOS,2025/07/05,5,634.32,110.28
450,TAMPA,TPA,FORT LAUDERDALE,FLL,2025/08/01,6,306.2,366.20
451,FORT LAUDERDALE,FLL,NEW YORK CITY,JFK,2025/08/05,6,1718.27,190.97
452,NEW YORK CITY,JFK,MIAMI,MIA,2025/08/09,6,1756.68,10000000000.0
453,MIAMI,MIA,BOSTON,BOS,2025/08/13,6,2023.92,85.81
454,BOSTON,BOS,WASHINGTON,DCA,2025/08/17,6,634.32,93.08
455,WASHINGTON,DCA,TAMPA,TPA,2025/08/21,6,1316.53,129.63
456,MIAMI,MIA,WASHINGTON,DCA,2025/08/13,6,1488.54,127.48
457,WASHINGTON,DCA,BOSTON,BOS,2025/08/17,6,634.32,100.86
458,BOSTON,BOS,TAMPA,TPA,2025/08/21,6,1904.31,114.84
459,NEW YORK CITY,JFK,BOSTON,BOS,2025/08/09,6,305.95,151.06
460,BOSTON,BOS,MIAMI,MIA,2025/08/13,6,2023.92,95.23
461,MIAMI,MIA,WASHINGTON,DCA,2025/08/17,6,1488.54,96.31
462,BOSTON,BOS,WASHINGTON,DCA,2025/08/13,6,634.32,93.08
463,WASHINGTON,DCA,MIAMI,MIA,2025/08/17,6,1488.54,96.31
464,MIAMI,MIA,TAMPA,TPA,2025/08/21,6,329.94,100.61
465,NEW YORK CITY,JFK,WASHINGTON,DCA,2025/08/09,6,328.38,303.78
466,WASHINGTON,DCA,MIAMI,MIA,2025/08/13,6,1488.54,127.48
467,MIAMI,MIA,BOSTON,BOS,2025/08/17,6,2023.92,85.81
468,WASHINGTON,DCA,BOSTON,BOS,2025/08/13,6,634.32,93.08
469,BOSTON,BOS,MIAMI,MIA,2025/08/17,6,2023.92,85.81
470,FORT LAUDERDALE,FLL,MIAMI,MIA,2025/08/05,6,39.03,565.01
471,MIAMI,MIA,NEW YORK CITY,JFK,2025/08/09,6,1756.68,433.92
472,NEW YORK CITY,JFK,BOSTON,BOS,2025/08/13,6,305.95,114.84
473,NEW YORK CITY,JFK,WASHINGTON,DCA,2025/08/13,6,328.38,92.26
474,MIAMI,MIA,BOSTON,BOS,2025/08/09,6,2023.92,135.01
475,BOSTON,BOS,NEW YORK CITY,JFK,2025/08/13,6,305.95,114.84
476,NEW YORK CITY,JFK,WASHINGTON,DCA,2025/08/17,6,328.38,101.68
477,WASHINGTON,DCA,NEW YORK CITY,JFK,2025/08/17,6,328.38,92.26
478,NEW YORK CITY,JFK,TAMPA,TPA,2025/08/21,6,1615.81,84.74
479,MIAMI,MIA,WASHINGTON,DCA,2025/08/09,6,1488.54,197.36
480,WASHINGTON,DCA,NEW YORK CITY,JFK,2025/08/13,6,328.38,92.26
481,NEW YORK CITY,JFK,BOSTON,BOS,2025/08/17,6,305.95,114.84
482,BOSTON,BOS,NEW YORK CITY,JFK,2025/08/17,6,305.95,114.84
483,FORT LAUDERDALE,FLL,BOSTON,BOS,2025/08/05,6,1986.19,135.01
484,BOSTON,BOS,NEW YORK CITY,JFK,2025/08/09,6,305.95,151.06
485,NEW YORK CITY,JFK,MIAMI,MIA,2025/08/13,6,1756.68,95.49
486,BOSTON,BOS,MIAMI,MIA,2025/08/09,6,2023.92,275.83
487,MIAMI,MIA,NEW YORK CITY,JFK,2025/08/13,6,1756.68,95.49
488,BOSTON,BOS,WASHINGTON,DCA,2025/08/09,6,634.32,110.28
489,NEW YORK CITY,JFK,MIAMI,MIA,2025/08/17,6,1756.68,62.16
490,MIAMI,MIA,NEW YORK CITY,JFK,2025/08/17,6,1756.68,95.49
491,FORT LAUDERDALE,FLL,WASHINGTON,DCA,2025/08/05,6,1449.58,134.94
492,WASHINGTON,DCA,NEW YORK CITY,JFK,2025/08/09,6,328.38,1124.01
493,WASHINGTON,DCA,MIAMI,MIA,2025/08/09,6,1488.54,285.51
494,WASHINGTON,DCA,BOSTON,BOS,2025/08/09,6,634.32,110.28
495,TAMPA,TPA,NEW YORK CITY,JFK,2025/08/01,6,1615.81,629.18
496,NEW YORK CITY,JFK,FORT LAUDERDALE,FLL,2025/08/05,6,1718.27,190.97
497,FORT LAUDERDALE,FLL,MIAMI,MIA,2025/08/09,6,39.03,565.01
498,FORT LAUDERDALE,FLL,BOSTON,BOS,2025/08/09,6,1986.19,184.46
499,FORT LAUDERDALE,FLL,WASHINGTON,DCA,2025/08/09,6,1449.58,187.68
500,NEW YORK CITY,JFK,MIAMI,MIA,2025/08/05,6,1756.68,10000000000.0
501,MIAMI,MIA,FORT LAUDERDALE,FLL,2025/08/09,6,39.03,549.96
502,FORT LAUDERDALE,FLL,BOSTON,BOS,2025/08/13,6,1986.19,85.81
503,FORT LAUDERDALE,FLL,WASHINGTON,DCA,2025/08/13,6,1449.58,94.16
504,BOSTON,BOS,FORT LAUDERDALE,FLL,2025/08/13,6,1986.19,85.81
505,FORT LAUDERDALE,FLL,WASHINGTON,DCA,2025/08/17,6,1449.58,94.16
506,WASHINGTON,DCA,FORT LAUDERDALE,FLL,2025/08/17,6,1449.58,94.16
507,FORT LAUDERDALE,FLL,TAMPA,TPA,2025/08/21,6,306.2,103.83
508,WASHINGTON,DCA,FORT LAUDERDALE,FLL,2025/08/13,6,1449.58,94.16
509,FORT LAUDERDALE,FLL,BOSTON,BOS,2025/08/17,6,1986.19,85.81
510,BOSTON,BOS,FORT LAUDERDALE,FLL,2025/08/17,6,1986.19,85.81
511,NEW YORK CITY,JFK,BOSTON,BOS,2025/08/05,6,305.95,151.06
512,BOSTON,BOS,FORT LAUDERDALE,FLL,2025/08/09,6,1986.19,226.45
513,FORT LAUDERDALE,FLL,MIAMI,MIA,2025/08/13,6,39.03,565.01
514,MIAMI,MIA,FORT LAUDERDALE,FLL,2025/08/13,6,39.03,98.46
515,FORT LAUDERDALE,FLL,MIAMI,MIA,2025/08/17,6,39.03,565.01
516,MIAMI,MIA,FORT LAUDERDALE,FLL,2025/08/17,6,39.03,98.46
517,NEW YORK CITY,JFK,WASHINGTON,DCA,2025/08/05,6,328.38,303.78
518,WASHINGTON,DCA,FORT LAUDERDALE,FLL,2025/08/09,6,1449.58,285.51
519,TAMPA,TPA,MIAMI,MIA,2025/08/01,6,329.94,274.82
520,MIAMI,MIA,FORT LAUDERDALE,FLL,2025/08/05,6,39.03,545.66
521,FORT LAUDERDALE,FLL,NEW YORK CITY,JFK,2025/08/09,6,1718.27,318.90
522,MIAMI,MIA,NEW YORK CITY,JFK,2025/08/05,6,1756.68,589.73
523,NEW YORK CITY,JFK,FORT LAUDERDALE,FLL,2025/08/09,6,1718.27,10000000000.0
524,MIAMI,MIA,BOSTON,BOS,2025/08/05,6,2023.92,135.01
525,FORT LAUDERDALE,FLL,NEW YORK CITY,JFK,2025/08/13,6,1718.27,105.16
526,NEW YORK CITY,JFK,FORT LAUDERDALE,FLL,2025/08/13,6,1718.27,105.16
527,FORT LAUDERDALE,FLL,NEW YORK CITY,JFK,2025/08/17,6,1718.27,105.16
528,NEW YORK CITY,JFK,FORT LAUDERDALE,FLL,2025/08/17,6,1718.27,105.16
529,MIAMI,MIA,WASHINGTON,DCA,2025/08/05,6,1488.54,139.31
530,TAMPA,TPA,BOSTON,BOS,2025/08/01,6,1904.31,184.46
531,BOSTON,BOS,FORT LAUDERDALE,FLL,2025/08/05,6,1986.19,135.01
532,BOSTON,BOS,NEW YORK CITY,JFK,2025/08/05,6,305.95,151.06
533,BOSTON,BOS,MIAMI,MIA,2025/08/05,6,2023.92,194.13
534,BOSTON,BOS,WASHINGTON,DCA,2025/08/05,6,634.32,110.28
535,TAMPA,TPA,WASHINGTON,DCA,2025/08/01,6,1316.53,178.01
536,WASHINGTON,DCA,FORT LAUDERDALE,FLL,2025/08/05,6,1449.58,187.68
537,WASHINGTON,DCA,NEW YORK CITY,JFK,2025/08/05,6,328.38,881.06
538,WASHINGTON,DCA,MIAMI,MIA,2025/08/05,6,1488.54,187.68
539,WASHINGTON,DCA,BOSTON,BOS,2025/08/05,6,634.32,110.28
540,TAMPA,TPA,PHILADELPHIA,PHL,2025/07/01,7,1493.49,205.96
541,PHILADELPHIA,PHL,ORLANDO,MCO,2025/07/05,7,1390.87,215.63
542,ORLANDO,MCO,NEW YORK CITY,JFK,2025/07/09,7,1511.08,197.36
543,NEW YORK CITY,JFK,VIRGINIA BEACH,ORF,2025/07/13,7,461.94,10000000000.0
544,VIRGINIA BEACH,ORF,CHARLESTON,CHS,2025/07/17,7,525.12,197.36
545,CHARLESTON,CHS,TAMPA,TPA,2025/07/21,7,1159.22,240.42
546,NEW YORK CITY,JFK,CHARLESTON,CHS,2025/07/13,7,704.56,143.86
547,CHARLESTON,CHS,VIRGINIA BEACH,ORF,2025/07/17,7,525.12,232.83
548,VIRGINIA BEACH,ORF,TAMPA,TPA,2025/07/21,7,1161.46,202.73
549,ORLANDO,MCO,VIRGINIA BEACH,ORF,2025/07/09,7,1053.17,219.93
550,VIRGINIA BEACH,ORF,NEW YORK CITY,JFK,2025/07/13,7,461.94,1458.40
551,NEW YORK CITY,JFK,CHARLESTON,CHS,2025/07/17,7,704.56,10000000000.0
552,VIRGINIA BEACH,ORF,CHARLESTON,CHS,2025/07/13,7,525.12,178.01
553,CHARLESTON,CHS,NEW YORK CITY,JFK,2025/07/17,7,704.56,1168.90
554,NEW YORK CITY,JFK,TAMPA,TPA,2025/07/21,7,1615.81,10000000000.0
555,ORLANDO,MCO,CHARLESTON,CHS,2025/07/09,7,1091.24,332.87
556,CHARLESTON,CHS,NEW YORK CITY,JFK,2025/07/13,7,704.56,178.26
557,NEW YORK CITY,JFK,VIRGINIA BEACH,ORF,2025/07/17,7,461.94,10000000000.0
558,CHARLESTON,CHS,VIRGINIA BEACH,ORF,2025/07/13,7,525.12,310.23
559,VIRGINIA BEACH,ORF,NEW YORK CITY,JFK,2025/07/17,7,461.94,10000000000.0
560,PHILADELPHIA,PHL,NEW YORK CITY,JFK,2025/07/05,7,129.54,702.61
561,NEW YORK CITY,JFK,ORLANDO,MCO,2025/07/09,7,1511.08,239.35
562,ORLANDO,MCO,VIRGINIA BEACH,ORF,2025/07/13,7,1053.17,377.96
563,ORLANDO,MCO,CHARLESTON,CHS,2025/07/13,7,1091.24,163.02
564,NEW YORK CITY,JFK,VIRGINIA BEACH,ORF,2025/07/09,7,461.94,2192.30
565,VIRGINIA BEACH,ORF,ORLANDO,MCO,2025/07/13,7,1053.17,285.51
566,ORLANDO,MCO,CHARLESTON,CHS,2025/07/17,7,1091.24,293.10
567,CHARLESTON,CHS,ORLANDO,MCO,2025/07/17,7,1091.24,361.90
568,ORLANDO,MCO,TAMPA,TPA,2025/07/21,7,124.46,324.27
569,NEW YORK CITY,JFK,CHARLESTON,CHS,2025/07/09,7,704.56,411.54
570,CHARLESTON,CHS,ORLANDO,MCO,2025/07/13,7,1091.24,207.10
571,ORLANDO,MCO,VIRGINIA BEACH,ORF,2025/07/17,7,1053.17,219.93
572,VIRGINIA BEACH,ORF,ORLANDO,MCO,2025/07/17,7,1053.17,230.68
573,PHILADELPHIA,PHL,VIRGINIA BEACH,ORF,2025/07/05,7,351.86,365.06
574,VIRGINIA BEACH,ORF,ORLANDO,MCO,2025/07/09,7,1053.17,219.93
575,ORLANDO,MCO,NEW YORK CITY,JFK,2025/07/13,7,1511.08,143.86
576,VIRGINIA BEACH,ORF,NEW YORK CITY,JFK,2025/07/09,7,461.94,1458.40
577,NEW YORK CITY,JFK,ORLANDO,MCO,2025/07/13,7,1511.08,178.26
578,VIRGINIA BEACH,ORF,CHARLESTON,CHS,2025/07/09,7,525.12,178.01
579,ORLANDO,MCO,NEW YORK CITY,JFK,2025/07/17,7,1511.08,10000000000.0
580,NEW YORK CITY,JFK,ORLANDO,MCO,2025/07/17,7,1511.08,1484.20
581,PHILADELPHIA,PHL,CHARLESTON,CHS,2025/07/05,7,585.41,334.96
582,CHARLESTON,CHS,ORLANDO,MCO,2025/07/09,7,1091.24,308.15
583,CHARLESTON,CHS,NEW YORK CITY,JFK,2025/07/09,7,704.56,342.48
584,CHARLESTON,CHS,VIRGINIA BEACH,ORF,2025/07/09,7,525.12,178.01
585,TAMPA,TPA,ORLANDO,MCO,2025/07/01,7,124.46,303.85
586,ORLANDO,MCO,PHILADELPHIA,PHL,2025/07/05,7,1390.87,240.36
587,PHILADELPHIA,PHL,NEW YORK CITY,JFK,2025/07/09,7,129.54,708.05
588,PHILADELPHIA,PHL,VIRGINIA BEACH,ORF,2025/07/09,7,351.86,365.06
589,PHILADELPHIA,PHL,CHARLESTON,CHS,2025/07/09,7,585.41,334.96
590,ORLANDO,MCO,NEW YORK CITY,JFK,2025/07/05,7,1511.08,375.87
591,NEW YORK CITY,JFK,PHILADELPHIA,PHL,2025/07/09,7,129.54,702.61
592,PHILADELPHIA,PHL,VIRGINIA BEACH,ORF,2025/07/13,7,351.86,393.01
593,PHILADELPHIA,PHL,CHARLESTON,CHS,2025/07/13,7,585.41,385.55
594,VIRGINIA BEACH,ORF,PHILADELPHIA,PHL,2025/07/13,7,351.86,393.01
595,PHILADELPHIA,PHL,CHARLESTON,CHS,2025/07/17,7,585.41,403.76
596,CHARLESTON,CHS,PHILADELPHIA,PHL,2025/07/17,7,585.41,403.76
597,PHILADELPHIA,PHL,TAMPA,TPA,2025/07/21,7,1493.49,205.96
598,CHARLESTON,CHS,PHILADELPHIA,PHL,2025/07/13,7,585.41,249.02
599,PHILADELPHIA,PHL,VIRGINIA BEACH,ORF,2025/07/17,7,351.86,393.01
600,VIRGINIA BEACH,ORF,PHILADELPHIA,PHL,2025/07/17,7,351.86,393.01
601,ORLANDO,MCO,VIRGINIA BEACH,ORF,2025/07/05,7,1053.17,285.51
602,VIRGINIA BEACH,ORF,PHILADELPHIA,PHL,2025/07/09,7,351.86,365.06
603,PHILADELPHIA,PHL,NEW YORK CITY,JFK,2025/07/13,7,129.54,452.20
604,NEW YORK CITY,JFK,PHILADELPHIA,PHL,2025/07/13,7,129.54,273.75
605,PHILADELPHIA,PHL,NEW YORK CITY,JFK,2025/07/17,7,129.54,10000000000.0
606,NEW YORK CITY,JFK,PHILADELPHIA,PHL,2025/07/17,7,129.54,10000000000.0
607,ORLANDO,MCO,CHARLESTON,CHS,2025/07/05,7,1091.24,383.33
608,CHARLESTON,CHS,PHILADELPHIA,PHL,2025/07/09,7,585.41,334.96
609,TAMPA,TPA,NEW YORK CITY,JFK,2025/07/01,7,1615.81,164.29
610,NEW YORK CITY,JFK,PHILADELPHIA,PHL,2025/07/05,7,129.54,702.61
611,PHILADELPHIA,PHL,ORLANDO,MCO,2025/07/09,7,1390.87,215.63
612,NEW YORK CITY,JFK,ORLANDO,MCO,2025/07/05,7,1511.08,418.87
613,ORLANDO,MCO,PHILADELPHIA,PHL,2025/07/09,7,1390.87,215.63
614,NEW YORK CITY,JFK,VIRGINIA BEACH,ORF,2025/07/05,7,461.94,10000000000.0
615,PHILADELPHIA,PHL,ORLANDO,MCO,2025/07/13,7,1390.87,240.36
616,ORLANDO,MCO,PHILADELPHIA,PHL,2025/07/13,7,1390.87,346.85
617,PHILADELPHIA,PHL,ORLANDO,MCO,2025/07/17,7,1390.87,215.63
618,ORLANDO,MCO,PHILADELPHIA,PHL,2025/07/17,7,1390.87,215.63
619,NEW YORK CITY,JFK,CHARLESTON,CHS,2025/07/05,7,704.56,411.54
620,TAMPA,TPA,VIRGINIA BEACH,ORF,2025/07/01,7,1161.46,202.73
621,VIRGINIA BEACH,ORF,PHILADELPHIA,PHL,2025/07/05,7,351.86,365.06
622,VIRGINIA BEACH,ORF,ORLANDO,MCO,2025/07/05,7,1053.17,285.51
623,VIRGINIA BEACH,ORF,NEW YORK CITY,JFK,2025/07/05,7,461.94,3523.47
624,VIRGINIA BEACH,ORF,CHARLESTON,CHS,2025/07/05,7,525.12,232.83
625,TAMPA,TPA,CHARLESTON,CHS,2025/07/01,7,1159.22,240.42
626,CHARLESTON,CHS,PHILADELPHIA,PHL,2025/07/05,7,585.41,334.96
627,CHARLESTON,CHS,ORLANDO,MCO,2025/07/05,7,1091.24,388.77
628,CHARLESTON,CHS,NEW YORK CITY,JFK,2025/07/05,7,704.56,411.54
629,CHARLESTON,CHS,VIRGINIA BEACH,ORF,2025/07/05,7,525.12,197.36
630,TAMPA,TPA,PHILADELPHIA,PHL,2025/08/01,8,1493.49,227.46
631,PHILADELPHIA,PHL,ORLANDO,MCO,2025/08/05,8,1390.87,215.63
632,ORLANDO,MCO,NEW YORK CITY,JFK,2025/08/09,8,1511.08,10000000000.0
633,NEW YORK CITY,JFK,VIRGINIA BEACH,ORF,2025/08/13,8,461.94,1859.05
634,VIRGINIA BEACH,ORF,CHARLESTON,CHS,2025/08/17,8,525.12,178.01
635,CHARLESTON,CHS,TAMPA,TPA,2025/08/21,8,1159.22,131.78
636,NEW YORK CITY,JFK,CHARLESTON,CHS,2025/08/13,8,704.56,95.49
637,CHARLESTON,CHS,VIRGINIA BEACH,ORF,2025/08/17,8,525.12,310.23
638,VIRGINIA BEACH,ORF,TAMPA,TPA,2025/08/21,8,1161.46,202.73
639,ORLANDO,MCO,VIRGINIA BEACH,ORF,2025/08/09,8,1053.17,230.68
640,VIRGINIA BEACH,ORF,NEW YORK CITY,JFK,2025/08/13,8,461.94,1458.40
641,NEW YORK CITY,JFK,CHARLESTON,CHS,2025/08/17,8,704.56,95.49
642,VIRGINIA BEACH,ORF,CHARLESTON,CHS,2025/08/13,8,525.12,178.01
643,CHARLESTON,CHS,NEW YORK CITY,JFK,2025/08/17,8,704.56,95.49
644,NEW YORK CITY,JFK,TAMPA,TPA,2025/08/21,8,1615.81,76.14
645,ORLANDO,MCO,CHARLESTON,CHS,2025/08/09,8,1091.24,338.25
646,CHARLESTON,CHS,NEW YORK CITY,JFK,2025/08/13,8,704.56,95.49
647,NEW YORK CITY,JFK,VIRGINIA BEACH,ORF,2025/08/17,8,461.94,1859.05
648,CHARLESTON,CHS,VIRGINIA BEACH,ORF,2025/08/13,8,525.12,178.01
649,VIRGINIA BEACH,ORF,NEW YORK CITY,JFK,2025/08/17,8,461.94,1458.40
650,PHILADELPHIA,PHL,NEW YORK CITY,JFK,2025/08/05,8,129.54,10000000000.0
651,NEW YORK CITY,JFK,ORLANDO,MCO,2025/08/09,8,1511.08,732.45
652,ORLANDO,MCO,VIRGINIA BEACH,ORF,2025/08/13,8,1053.17,219.93
653,ORLANDO,MCO,CHARLESTON,CHS,2025/08/13,8,1091.24,100.61
654,NEW YORK CITY,JFK,VIRGINIA BEACH,ORF,2025/08/09,8,461.94,10000000000.0
655,VIRGINIA BEACH,ORF,ORLANDO,MCO,2025/08/13,8,1053.17,219.93
656,ORLANDO,MCO,CHARLESTON,CHS,2025/08/17,8,1091.24,100.61
657,CHARLESTON,CHS,ORLANDO,MCO,2025/08/17,8,1091.24,100.61
658,ORLANDO,MCO,TAMPA,TPA,2025/08/21,8,124.46,133.93
659,NEW YORK CITY,JFK,CHARLESTON,CHS,2025/08/09,8,704.56,10000000000.0
660,CHARLESTON,CHS,ORLANDO,MCO,2025/08/13,8,1091.24,100.61
661,ORLANDO,MCO,VIRGINIA BEACH,ORF,2025/08/17,8,1053.17,325.28
662,VIRGINIA BEACH,ORF,ORLANDO,MCO,2025/08/17,8,1053.17,285.51
